datetime,username,content,label
2023-02-23 05:52:33+00:00,PakarINTELek,"Indonesia juga perlu mengintegrasikan semua komponen kendaraan listrik yang tersebar di seluruh Tanah Air. Mulai dari nikel yang ada di Pulau Sulawesi, tembaga yang ada di Sumbawa dan Papua, timah yang ada di Bangka Belitung, hingga bauksit yang ada di Kalbar dan Kepulauan Riau.",positif
2023-02-23 05:52:30+00:00,PakarINTELek,Presiden menjelaskan bahwa Indonesia memiliki peluang dan kesempatan untuk menjadi negara maju. Salah satunya melalui ekosistem industri kendaraan listrik dimana semua komponen yang dibutuhkan oleh kendaraan listrik ada di Indonesia.,positif
2023-02-23 04:58:51+00:00,Agus_Purwadi,"@CNNIndonesia Kalau masih ada yang jualan Pertamax dan sejenisnya, saya masih belum mau beralih ke Kendaraan Listrik.",negatif
2023-02-23 04:32:17+00:00,voxyimpianku,"@detikcom Solusi dari pemerintah, 
Subsidi kendaraan listrik 👍",positif
2023-02-23 03:29:26+00:00,PDI_Perjuangan,"Salah satunya melalui ekosistem industri kendaraan listrik dimana semua komponen yang dibutuhkan oleh kendaraan listrik ada di Indonesia.

#PDIPerjuangan
#50tahunPDIP
#bangunlahjiwadanbadannya
#SolidBergerak",positif
2023-02-23 02:02:12+00:00,r1dwan__,"@strike_bravo_b Tetep aja macet,dan ada yg tambah kaya klo kendaraan listrik laris 🤭",negatif
2023-02-23 01:51:16+00:00,kourzates,@txtdrpemerintah Emang kapan mau dibangun infrastruktur kendaraan listrik terutama jalan2 kabupaten di luar jawa-bali? Yakin terealisasi dalam 5-10 thn? Dana bukannya banyak yg masuk ke IKN? Mohon maaf Indonesia bukan cuma Jakarta dan kota besar di Jawa-Bali aja.,negatif
2023-02-23 01:37:43+00:00,BUMNJogjaSigap,"Hal ini dilakukan untuk mendukung target pemerintah dalam transisi energi sekaligus pengurangan emisi karbon.

PLN siap mengoptimalkan infrastruktur ekosistem kendaraan listrik sebagaimana arahan Presiden RI Joko Widodo untuk mempercepat transisi energi melalui ekosistem EV.",positif
2023-02-23 00:37:41+00:00,hashiromui,@strike_bravo_b Nyuruh masyarakat pake kendaraan listrik tp tempat ngisi batrenya dikit dan jaraknya jauh 🙃,negatif
2023-02-22 23:06:54+00:00,kazuya_zinan,@CNNIndonesia Daripada buat subsidi kendaraan listrik mending buat subsidi sembako,negatif
2023-02-22 22:47:46+00:00,inang123__,"@imbangimedia212 @KPK_RI @bpkri @sahabatICW @tempodotco @kompascom @BEM_SI @BEMUI_Official @bemkm_ugm Tanpa kendaraan listrik pun  rakyat udah sengsara karna ulah mereka, gimana dengan adanya kendaraan listrik? 
Pasti tarif listriknya naik lagi.",negatif
2023-02-22 21:56:57+00:00,taharudddin,"@democrazymedia DPR RI harus memastikan subsidi untuk kendaraan listrik ini berupa dana cash tidak ada, masih banyak kebutuhan rakyat yang lebih urgent daripada mengsubsidi kendaraan listrik, kalau memang mendukung ga usah dipajakin tuh kendaraan",negatif
2023-02-22 21:38:21+00:00,nandi_sch,@OposisiCerdas Luhut yang rugi kalau kendaraan listrik kagak laku.,negatif
2023-02-22 21:27:27+00:00,TarunaAdjie1,@democrazymedia Kau kan bayangannya Presiden suka2 kau saja lah Luhut ! bila perlu SPBU se Indonesia kau tutup saja biar semua orang beralih ke Kendaraan listrik atau BBM tiap hari kau naikin saja ! biar kau untung banyak dan bisa hidup sendiri ! Rakyat biarkanlah mampus !,negatif
2023-02-22 17:44:54+00:00,3gpKucing,"@justaldys_ @txtdrpemerintah iya bener, udah dikasih transport murah protes mulu, kalo gak suka ya naik kendaraan pribadi aja. gapapa biar aja jakarta makin macet, kan bisa beli kendaraan listrik , biar pemerintah untung jualan nikel. biar aja rakyat mah sengsara di jalan, yg penting untung.",negatif
2023-02-22 14:34:23+00:00,aridewa94204670,@OposisiCerdas knp sih kok maksa2 suruh pake kendaraan listrik?bikin curiga aja sih,negatif
2023-02-22 14:11:59+00:00,TarunaAdjie1,@OposisiCerdas Buat genjot motor/kendaran listrik cepat laku dan biar si OPUNG untung gede sepertinya akan ada kenaikan pertalite kembali agar orang beralih ke Motor/Kendaraan listrik. Opung untung terus Pung ampe rakyat mampus Pung ! biar Opung bisa hidup sendiri saja !,negatif
2023-02-22 13:26:51+00:00,Mbok_Ewett,@inang123__ Jika rakyat menolak kendaraan listrik maka ia akan merugi makanya ia khawatir,negatif
2023-02-22 13:01:21+00:00,MashaNdeber,"Ada motor listrik dan kendaraan taktis (rantis) dari PT Pindad yang dipamerkan di lokasi. 

Prabowo Subianto
#PrabowoPemersatu
#BangkitBersama",netral
2023-02-22 12:58:12+00:00,YSakhrul,@OposisiCerdas Luhut: saya rugi besar jika masyarakat tidak berpindah ke kendaraan listrik ✌️,negatif
2023-02-22 12:16:48+00:00,Agust_arm,@OposisiCerdas Rugi juga kalau harus bayar mahal untuk kendaraan listrik,negatif
2023-02-22 12:12:42+00:00,achmad_kusnanto,"@kumparan Lah........ Untuk mengurangi kemacetan Yo di paksa buat naik kendaraan umum..... Bukannya mobil listrik.  Kalo setiap orang memakai mobil listrik, Yo jalanan tetep macet..... Kecuali ada maksud...... Proyek cuan....",negatif
2023-02-22 11:14:06+00:00,ATopurudin,@OposisiCerdas Yang rugi mereka yang terlibat dalam industri kendaraan listrik,negatif
2023-02-22 11:13:59+00:00,zaki_zainuri,@CNNIndonesia Belum make kendaraan listrik aja rakyat udh rugi banyak loh pak..,negatif
2023-02-22 11:13:53+00:00,KSumpel,"@OposisiCerdas Kl masyarakat pindah ke kendaraan listrik, negara yg rugi donk..
Karena harus ngasih subsidi pembelian kendaraan listrik ke perusahaan..
Pdhal bisa digunakan untuk yg lain.. kecuali kl masyarakatnya g mau disubsidi..",negatif
2023-02-22 10:51:43+00:00,luckysouw167,@CNNIndonesia Untuk opung asumsi saja ya. Kendaraan listrik untuk penjualannya lebih mahal dibandingkan kendaraan yg memakain bensin. untuk maintenace kendaraan listrik juga murah. Hanya saja apakah PLN atau stasiun pengecasan mobil listrik sudah tersedia di seluruh indonesia atau hanya jawa saja yg baru ada?,negatif
2023-02-22 10:17:10+00:00,ressy_ys,"@AlMawardin7 Pak boro2 mau beli kendaraan listrik 
Mau beli beras aja sulit pak 
Bapak pikir kami itu penjahat yg korupsi uang rakyat tp masih dapat potongan hukuman 
",negatif
2023-02-22 09:04:21+00:00,geekfender,"@OposisiCerdas kalau kendaraan listrik gak laku, luhut pasti rugi",negatif
2023-02-22 08:40:03+00:00,Logikaan,"@txtdrpemerintah Saya pengen banget ganti kendaraan listrik, pak. Tapi ngga ada duitnya :')",positif
2023-02-22 08:07:50+00:00,herru_ormega,"@kumparan nga ada hubungan pengadaan mobil listrik dgn macet. malah menambah kemacetan jika pergantian kendaraan pilihannya tanpa menghancurkan kendaraan lama. 
yg ada kendaraan lama tetap dipakai, ada tambahan mobil listrik baru. ",negatif
2023-02-22 07:38:37+00:00,selita_putri,"@datanesia_id Seperti diketahui, pemerintah Indonesia sudah menetapkan target memproduksi 600 ribu mobil listrik dan 2,45 juta kendaraan roda dua listrik pada 2030.",positif
2023-02-22 07:38:09+00:00,WindaSa05479561,"@datanesia_id Sebelumnya, Menteri Perindustrian Agus Gumiwang Kartasasmita mengatakan pemerintah bakal mensubsidi kendaraan listrik untuk mendukung peran Indonesia dalam menurunkan emisi karbon.",positif
2023-02-22 07:37:45+00:00,JihanSa13075021,@datanesia_id Insentif kendaraan listrik akan mempercepat elektromobilitas di Indonesia sebagai salah satu jalan mempercepat dekarbonisasi di sektor transportasi.,positif
2023-02-22 07:37:18+00:00,ViniSep25879247,"@datanesia_id Selain pemerintah dapat menghemat subsidi BBM yang kemudian dialihkan untuk sektor-sektor produktif dan sosial, kehadiran jumlah kendaraan listrik yang banyak akan berdampak positif bagi pengurangan emisi karbon untuk lingkungan.",positif
2023-02-22 07:36:49+00:00,NadiaOk31665858,@datanesia_id Dukungan terhadap kendaraan listrik bakal memberikan dampak positif bagi masyarakat dan lingkungan.,positif
2023-02-22 06:41:09+00:00,zeinvey,"@OposisiCerdas Lu yg rugi, krn lu yg bisnis kendaraan listrik 🤣🤣🤣",negatif
2023-02-22 06:11:07+00:00,mangifera0326,"@CNNIndonesia Yaelah ribet amat sih pak, ngurusin kendaraan listrik mulu. Bosen",negatif
2023-02-22 05:54:31+00:00,plnuidbali,"Ketersedian SPKLU dan SPLU semakin banyak diberbagai daerah ini membuat minat masyarakat menggunakan kendaraan listrik terus berkembang. 

#PLNEMobilizeYou
#ElectricVehicle
#SPKLU
#KendaraanListrik #AseanUntukIndonesia #BUMNUntukAsean2023
#PLNMobile",positif
2023-02-22 04:57:57+00:00,hadi_plm,@detikcom Sudah macet apalagi mau ditambah dg kendaraan listrik?,negatif
2023-02-22 04:05:00+00:00,crot_pasukan,@CNNIndonesia Jangan mau pake kendaraan listrik belum teruji di jalan rusak dan jalan menanjak,negatif
2023-02-22 03:40:46+00:00,Santosoalex708,@CNNIndonesia 😂😂😂😂 Luhut yg rugi jika tak beralih ke kendaraan listrik...,negatif
2023-02-22 03:34:03+00:00,jumaallaa,@penjaga_nkri45 POM listrik dukung operasional kendaraan delegasi dalam Konferensi Tingkat Tinggi G20.,positif
2023-02-22 02:51:19+00:00,plnuipsumbagut,"PLN sebagai perusahaan penyedia listrik akan terus mendorong Electric Vehicle terus berkembang sampai ke seluruh pelosok Indonesia. 

#PLNEMobilizeYou
#ElectricVehicle
#SPKLU
#KendaraanListrik #AseanUntukIndonesia #BUMNUntukAsean2023
#PLNMobile",positif
2023-02-22 02:40:55+00:00,kebot72607741,@penjaga_nkri45 Agenda Presidensi G20 bisa dijadikan tempat untuk memamerkan industri kendaraan listrik Tanah Air. #NKRIMembangun,netral
2023-02-21 23:26:03+00:00,pln_sulselrabar,"Program ini sejalan dengan upaya pemerintah dalam mempercepat penggunaan kendaraan listrik dan infrastruktur ekosistemnya.

Promo Super Everyday dapat diikuti oleh semua golongan tarif pelanggan PLN,",positif
2023-02-21 21:32:45+00:00,akubukanako,@CNNIndonesia MENDING SEKALIAN PAKAI KENDARAAN UMUM LISTRIK DARIPADA PAKE KENDARAAN PRIBADI LISTRIK!!,netral
2023-02-21 15:53:40+00:00,roniocta,"Misal semua kendaraan di jakarta serentak diganti mobil/motor listrik, ya tetep bakal macet. Tapi kan ga polusi. Tapi tetep macet, tong... lontong.",negatif
2023-02-21 15:14:28+00:00,akbar84_,@ch_chotimah2 @kiazanetta__ Dukung dan kembangkan industri kendaraan listrik dalam negeri,positif
2023-02-21 15:13:32+00:00,akbar84_,@kiazanetta__ @Dr_Moeldoko Pak Moeldoko mendukung pengembangan industri kendaraan listrik 👍,positif
2023-02-21 15:04:22+00:00,ENAN_997,@CNNIndonesia Lebih rugi lagi pake kendaraan listrik,negatif
2023-02-21 14:19:53+00:00,akbar84_,@Yana46083415 @Dr_Moeldoko Terus dukung pengembangan industri kendaraan listrik pak Moel,positif
2023-02-21 14:14:25+00:00,akbar84_,@kakak_ica @Dr_Moeldoko Ini titik awal pengembangan industri kendaraan listrik di dalam negeri,netral
2023-02-21 14:09:57+00:00,TitoIlmiawan,"@CNNIndonesia TDL tinggi dan mencekik kaum menengah kebawah mau pakai kendaraan listrik. Subsidi dan turunkan dulu harga TDL, baru ngomong masalah kendaraan listrik. Harga barang industri juga naik karena tarif listrik juga tinggi. Gimana mau muter lancar perekonomian jika konsepnya salah.",negatif
2023-02-21 13:36:57+00:00,TJHoois,@CintaCamellia @Dr_Moeldoko Semangat memajukan Kendaraan Listrik #MoeldokoPenjagaNKRI,positif
2023-02-21 13:32:48+00:00,WiratMoyo63,"@0VlMA @Dr_Moeldoko Mobil Anak Bangsa (MAB) yang merupakan produsen kendaraan listrik Indonesia.

#MoeldokoPenjagaNKRI",netral
2023-02-21 13:16:32+00:00,TA_K3N,"@shae_ll @Dr_Moeldoko Kendaraan listrik lebih efisien dan ramah lingkungan
@Dr_Moeldoko",positif
2023-02-21 13:12:31+00:00,TA_K3N,"@chi_mhol Kendaraan listrik utk masa depan, mantap Pak Moeldoko 👌",positif
2023-02-21 08:41:17+00:00,YuliSugiyanto06,"@alya3231 @Dr_Moeldoko Bus listrik merupakan produk buatan PT. Mobil Anak Bangsa (MAB) yang merupakan produsen kendaraan listrik Indonesia, sangat hebat salut",positif
2023-02-21 08:39:58+00:00,YuliSugiyanto06,@berli_flo @Dr_Moeldoko Dapat menjadi faktor pengungkit dalam pengembangan industri kendaraan listrik dalam negeri.,netral
2023-02-21 06:07:59+00:00,kusogakidomoo,"@CNNIndonesia di tengah masalah kesehatan, kemiskinan dan pendidikan yang tidak merata, malah subsidi orang2 kaya yang sanggup beli kendaraan listrik.
",negatif
2023-02-21 05:59:08+00:00,Nur06168340,"@CNNIndonesia Yang pertama rugi ya yang punya pabrik kendaraan listrik, tambang batubara, dan pemilik usaha yang bergerak dibidang energi listrik semisal pembangkit listrik....

 ,@jokowi",negatif
2023-02-21 05:05:44+00:00,3374Warga,"@CNNIndonesia Kalau kendaraan listrik tidak laku, siapa yang rugi ?",negatif
2023-02-21 04:20:42+00:00,baedhowie,"@CNNIndonesia banyak ide utk ""memaksa"" masyarakat pindah ke kendaraan listrik yg jika masyarakat gak nurut hidupnya dibikin jauh lebih susah.",negatif
2023-02-21 04:09:59+00:00,akbar84_,@Sahabat_hijroh @Dr_Moeldoko Kita dukung terus pengembangan industri kendaraan listrik,positif
2023-02-21 03:27:39+00:00,akbar84_,@Sasha_Mariskaa @Dr_Moeldoko Industri kendaraan listrik harus semakin dikembangkan,positif
2023-02-21 03:25:49+00:00,akbar84_,@putrivio3 @Dr_Moeldoko Lanjutkan industri kendaraan listrik,positif
2023-02-21 03:19:00+00:00,mikadongaku22,"@Sasha_Mariskaa @Dr_Moeldoko Percepatan Program Kendaraan Bermotor Listrik Berbasis Baterai, KEREN....",positif
2023-02-21 01:19:56+00:00,akbar84_,@TJHoois @Dr_Moeldoko @KSPgoid @007koteka @5y4l0m @alya3231 @AriandiniNifah @berli_flo @yarachantique @WiratMoyo63 @YuliSugiyanto06 @mikadongaku22 Dukung terus pengembangan industri kendaraan listrik,positif
2023-02-21 00:36:25+00:00,akbar84_,@0VlMA @Dr_Moeldoko Terus kembangkan industri kendaraan listrik dalam negeri,positif
2023-02-20 08:10:44+00:00,lps_idic,"Kalau kendaraan listrik, ngecharge seperti handphone tinggal colok ke stop kontak. Gak perlu ke statiun charge klean tertarik gak?

#LPSIndonesia #AmanAdaLPS #LPSAmanAda3T #SahabatNasabahIndonesia",netral
2023-02-20 08:09:29+00:00,BaritopacificID,"Ketua Umum Perkumpulan Industri Kendaraan Listrik Indonesia (Periklindo), Moeldoko menyampaikan, ""Saya memberikan apresiasi kepada Chandra Asri yang memiliki komitmen kuat untuk terlibat dalam program pemerintah untuk efisiensi dan lingkungan.”",positif
2023-02-20 07:19:11+00:00,kame_kammee,@Outstandjing sudah saatnya kita berpindah ke kendaraan listrik,positif
2023-02-20 07:01:09+00:00,detikoto,"AHY berharap, sebagai merek nasional, Esemka bisa menjadi pemain utama di industri otomotif Indonesia. Dia ingin pabrikan asal Boyolali itu bisa menghadirkan banyak kendaraan listrik.

""Mudah-mudahan Esemka menjadi bagian penting bagi kemajuan otomotif Indonesia,"" ujar AHY.",positif
2023-02-20 03:44:35+00:00,budiagustn,@dutaSherliana Kita tunjukkan kepada dunia bahwa ekosistem kendaraan listrik di Indonesia tengah tumbuh dan berkembang cepat,positif
2023-02-19 23:12:21+00:00,Hagyugyu1,"@yo2thok Kendaraan listrik hanya tipuan kendaraan ramah lingkungan, krna produksi listrik nya tetep pakai batubara dn bhn bkr fosil, itu cm propaganda kapitalis",negatif
2023-02-19 06:35:38+00:00,PDI_Perjuangan,"Presiden Joko Widodo mengingatkan kembali terkait penggunaan kendaraan listrik yang diyakini akan menjadi tren dunia ke depan. Oleh karena itu, Presiden mengajak industri otomotif di Indonesia untuk mulai ikut serta melihat tren tersebut.",positif
